appid,community_id,cosine_similarity
2520870,12,-0.21477003891404606
2520870,13,-0.21477003891404606
813530,0,0.08926449347780838
813530,1,-0.10179953964349228
813530,2,0.08926449347780842
813530,3,0.08926449347780842
813530,4,0.08926449347780842
813530,5,0.08926449347780842
813530,6,0.08926449347780842
813530,7,0.08926449347780842
813530,8,0.08926449347780842
813530,9,-0.10179953964349228
813530,10,0.08926449347780842
813530,11,-0.10179953964349228
813530,12,0.08926449347780842
813530,13,0.08926449347780842
1582650,0,-0.11950887921744757
1582650,1,-0.19246194332126967
1582650,2,-0.11950887921744756
1582650,3,-0.11950887921744756
1582650,4,-0.11950887921744756
1582650,5,-0.11950887921744756
1582650,6,-0.11950887921744756
1582650,7,-0.11950887921744756
1582650,8,-0.11950887921744756
1582650,9,-0.19246194332126967
1582650,10,-0.11950887921744756
1582650,11,-0.19246194332126967
1582650,12,-0.11950887921744756
1582650,13,-0.11950887921744756
531180,0,-0.11326385324823145
531180,1,-0.145560930454825
531180,2,-0.11326385324823145
531180,3,-0.11326385324823145
531180,4,-0.11326385324823145
531180,5,-0.11326385324823145
531180,6,-0.11326385324823145
531180,7,-0.11326385324823145
531180,8,-0.11326385324823145
531180,9,-0.145560930454825
531180,10,-0.11326385324823145
531180,11,-0.145560930454825
531180,12,-0.11326385324823145
531180,13,-0.11326385324823145
2512620,0,-0.1529776691074816
2512620,1,-0.0892465959217253
2512620,2,-0.15297766910748162
2512620,3,-0.15297766910748162
2512620,4,-0.15297766910748162
2512620,5,-0.15297766910748162
2512620,6,-0.15297766910748162
2512620,7,-0.15297766910748162
2512620,8,-0.15297766910748162
2512620,9,-0.0892465959217253
2512620,10,-0.15297766910748162
2512620,11,-0.0892465959217253
2512620,12,-0.15297766910748162
2512620,13,-0.15297766910748162
37940,0,-0.03883211526632305
37940,1,0.0207134935441392
37940,2,-0.03883211526632305
37940,3,-0.03883211526632305
37940,4,-0.03883211526632305
37940,5,-0.03883211526632305
37940,6,-0.03883211526632305
37940,7,-0.03883211526632305
37940,8,-0.03883211526632305
37940,9,0.0207134935441392
37940,10,-0.03883211526632305
37940,11,0.0207134935441392
37940,12,-0.03883211526632305
37940,13,-0.03883211526632305
538100,0,-0.29587522135093525
538100,1,-0.22678544392192984
538100,2,-0.29587522135093525
538100,3,-0.29587522135093525
538100,4,-0.29587522135093525
538100,5,-0.29587522135093525
538100,6,-0.29587522135093525
538100,7,-0.29587522135093525
538100,8,-0.29587522135093525
538100,9,-0.22678544392192984
538100,10,-0.29587522135093525
538100,11,-0.22678544392192984
538100,12,-0.29587522135093525
538100,13,-0.29587522135093525
665370,0,-0.21021452017067135
665370,1,-0.13646863400695605
665370,2,-0.21021452017067135
665370,3,-0.21021452017067135
665370,4,-0.21021452017067135
665370,5,-0.21021452017067135
665370,6,-0.21021452017067135
