appid,best_community_idx,best_community_id,similarity,above_threshold
741670,21,21,0.606660008430481,False
435050,7,7,0.7549189925193787,True
232050,1,1,0.4583777189254761,False
467210,2,2,0.5292835235595703,False
38120,2,2,0.5904563665390015,False
382560,2,2,0.6099088191986084,False
262100,2,2,0.5375706553459167,False
3592310,2,2,0.44873175024986267,False
3002280,36,36,0.47432413697242737,False
1366510,2,2,0.6771731376647949,False
366320,1,1,0.5044325590133667,False
579940,21,21,0.4644795358181,False
294660,2,2,0.49946317076683044,False
939330,2,2,0.38756030797958374,False
1946140,11,11,0.5093072652816772,False
435130,21,21,0.4064333736896515,False
233740,23,23,0.380866140127182,False
1177000,21,21,0.4011162519454956,False
645320,23,23,0.5023375749588013,False
1189440,36,36,0.39931854605674744,False
20550,30,30,0.4821971654891968,False
1013540,2,2,0.550708532333374,False
654850,2,2,0.5685335397720337,False
946880,21,21,0.4043716788291931,False
1892370,2,2,0.40356308221817017,False
1358250,2,2,0.31806015968322754,False
3181470,2,2,0.4385982155799866,False
671970,2,2,0.44972771406173706,False
2165470,2,2,0.49426543712615967,False
501990,2,2,0.41770032048225403,False
654550,7,7,0.4827847182750702,False
2159670,11,11,0.6049866676330566,False
908790,2,2,0.5712965130805969,False
2193720,27,27,0.49836546182632446,False
2102490,11,11,0.6024560332298279,False
781350,2,2,0.48305949568748474,False
562410,2,2,0.6805092692375183,False
386050,2,2,0.6466661691665649,False
1933980,11,11,0.609307050704956,False
3391500,36,36,0.5961870551109314,False
2765860,21,21,0.4214840531349182,False
2814610,27,27,0.5395417809486389,False
760060,1,1,0.3914441168308258,False
444620,28,28,0.4278407096862793,False
1393320,2,2,0.5818989872932434,False
697960,7,7,0.6144151091575623,False
1741880,2,2,0.5814648866653442,False
2356470,36,36,0.37797996401786804,False
416060,2,2,0.6025416851043701,False
588220,23,23,0.4917529225349426,False
1046300,11,11,0.5855607986450195,False
2682580,2,2,0.4942515790462494,False
261110,1,1,0.46235334873199463,False
2260930,2,2,0.5964944958686829,False
999220,2,2,0.4703769087791443,False
387860,36,36,0.4218084514141083,False
1512710,36,36,0.37824547290802,False
271850,21,21,0.6569483280181885,False
711810,2,2,0.43828845024108887,False
251850,23,23,0.5472301244735718,False
686110,2,2,0.6862897276878357,False
1286330,36,36,0.6003667116165161,False
699850,21,21,0.5288295149803162,False
2324110,2,2,0.5469738841056824,False
38170,2,2,0.5796211957931519,False
578830,23,23,0.6625707745552063,False
532170,2,2,0.6100694537162781,False
1336040,2,2,0.6095893383026123,False
286000,7,7,0.4951969385147095,False
747340,2,2,0.5015255808830261,False
294590,32,32,0.5860929489135742,False
1271090,2,2,0.5490154027938843,False
488580,2,2,0.6516989469528198,False
1747670,2,2,0.5144339799880981,False
276360,2,2,0.603132963180542,False
2720270,11,11,0.5711600184440613,False
2304180,23,23,0.5637115240097046,False
562210,2,2,0.6421809196472168,False
3222970,2,2,0.5180814266204834,False
258180,34,34,0.6900200247764587,False
227020,30,30,0.4562099277973175,False
726590,21,21,0.32989388704299927,False
824000,34,34,0.5357340574264526,False
2769210,36,36,0.5136061310768127,False
555970,2,2,0.5728765726089478,False
1225590,30,30,0.4870375692844391,False
292930,30,30,0.5085363388061523,False
1051420,21,21,0.4621337652206421,False
1196390,2,2,0.6115313768386841,False
207790,21,21,0.5212661027908325,False
317590,21,21,0.5662607550621033,False
931500,36,36,0.3813347816467285,False
2019680,11,11,0.45362305641174316,False
2283200,27,27,0.36877286434173584,False
525210,27,27,0.6743528246879578,False
333320,36,36,0.5198798775672913,False
2639810,27,27,0.4931084215641022,False
915810,2,2,0.3520675599575043,False
449130,21,21,0.3853507936000824,False
436910,2,2,0.590707540512085,False
452230,7,7,0.45888039469718933,False
284730,23,23,0.6075875163078308,False
513210,2,2,0.6306120157241821,False
372260,23,23,0.492256760597229,False
666620,27,27,0.5172217488288879,False
209230,23,23,0.6645968556404114,False
880580,23,23,0.5945483446121216,False
1347430,2,2,0.36933666467666626,False
577670,2,2,0.5549535155296326,False
1236780,27,27,0.4861251413822174,False
964440,2,2,0.5723415017127991,False
1393820,36,36,0.4358682930469513,False
2191080,2,2,0.5031350255012512,False
1948450,23,23,0.5542203187942505,False
332800,32,32,0.49434009194374084,False
1036740,27,27,0.5109654068946838,False
345650,2,2,0.3476885259151459,False
511490,27,27,0.48930808901786804,False
1043230,27,27,0.46003520488739014,False
1905020,2,2,0.4930868446826935,False
741430,2,2,0.5709137916564941,False
1206930,2,2,0.6595306396484375,False
2019920,2,2,0.5642892718315125,False
200190,7,7,0.6331883072853088,False
2844500,2,2,0.625063419342041,False
622200,27,27,0.6121425032615662,False
680390,2,2,0.6335015296936035,False
214560,1,1,0.3109876811504364,False
1249040,2,2,0.5033916234970093,False
1411030,2,2,0.569402813911438,False
733500,11,11,0.16537584364414215,False
800180,23,23,0.4445442259311676,False
1518770,27,27,0.45696189999580383,False
679770,2,2,0.6348358988761902,False
2989980,36,36,0.41471385955810547,False
2657120,2,2,0.45944157242774963,False
1161870,2,2,0.6307993531227112,False
785840,27,27,0.31134161353111267,False
828070,36,36,0.5751373171806335,False
255070,23,23,0.5360775589942932,False
503810,32,32,0.8218212127685547,True
200880,2,2,0.48305949568748474,False
317360,2,2,0.5400113463401794,False
2087460,11,11,0.5049469470977783,False
1060210,32,32,0.5175620913505554,False
575890,12,12,0.185836061835289,False
908310,2,2,0.6098719835281372,False
1613770,36,36,0.5457556247711182,False
3116360,2,2,0.5048342347145081,False
689790,7,7,0.4867636561393738,False
601810,2,2,0.5172195434570312,False
346750,36,36,0.5154914855957031,False
1148560,2,2,0.5436400175094604,False
1058060,36,36,0.5263686180114746,False
858840,2,2,0.6821048855781555,False
568830,7,7,0.596522331237793,False
1212830,27,27,0.511224091053009,False
582980,27,27,0.48558974266052246,False
3113870,2,2,0.48773449659347534,False
1389300,2,2,0.3762719929218292,False
1339310,27,27,0.5160004496574402,False
3454530,2,2,0.5724026560783386,False
2191480,11,11,0.6548423171043396,False
803330,2,2,0.42358335852622986,False
1224290,36,36,0.46334001421928406,False
1157740,2,2,0.47217345237731934,False
3034720,2,2,0.5425875782966614,False
673900,2,2,0.5417768359184265,False
876650,36,36,0.40502578020095825,False
2060170,2,2,0.33241376280784607,False
2831550,2,2,0.4158104956150055,False
894730,2,2,0.6629542708396912,False
717640,2,2,0.543249785900116,False
365160,2,2,0.5182101726531982,False
2772990,2,2,0.5696362853050232,False
1426490,27,27,0.49061596393585205,False
1688320,36,36,0.5350110530853271,False
1274600,2,2,0.5980446338653564,False
1328920,36,36,0.5493108630180359,False
3172450,2,2,0.5869355201721191,False
1120320,2,2,0.6224098205566406,False
