appid,best_community_idx,best_community_id,similarity
826000,7,7,0.5489047765731812
2950480,7,7,0.5487405061721802
2379810,7,7,0.5483447313308716
3001900,7,7,0.5481749773025513
398710,7,7,0.5480439066886902
1120210,7,7,0.5479599237442017
1166290,7,7,0.5478591322898865
506500,7,7,0.5478188991546631
207530,7,7,0.5477156043052673
300970,7,7,0.5476325750350952
410120,7,7,0.5475387573242188
763090,7,7,0.5473845601081848
2637990,7,7,0.5473276376724243
1426540,7,7,0.5468845367431641
3389630,7,7,0.546783447265625
450850,7,7,0.5463958382606506
1337890,7,7,0.5461429357528687
1046300,7,7,0.5460591316223145
1124190,7,7,0.5458837151527405
2078040,7,7,0.545680046081543
1234520,7,7,0.5455678105354309
942930,7,7,0.54554283618927
2802110,7,7,0.5455060601234436
669440,7,7,0.5453780293464661
354380,7,7,0.5453458428382874
2804680,7,7,0.5453419089317322
268130,7,7,0.5452860593795776
1165380,7,7,0.545222818851471
1428900,7,7,0.5452020168304443
1730140,7,7,0.5450872778892517
2019920,7,7,0.544762134552002
1754840,7,7,0.5445711612701416
544920,7,7,0.5445658564567566
2862520,7,7,0.5445353388786316
270630,7,7,0.5444923043251038
426630,7,7,0.544486939907074
2512930,7,7,0.5444833636283875
844750,7,7,0.544445812702179
688630,7,7,0.54436856508255
2461710,7,7,0.5441277027130127
215530,6,6,0.5440101623535156
572430,7,7,0.5439943671226501
3125250,7,7,0.5437974333763123
1108620,7,7,0.5437217354774475
2981530,7,7,0.5436589121818542
592330,7,7,0.543424665927887
3454530,7,7,0.5432617664337158
327900,7,7,0.5432302355766296
358340,7,7,0.54315185546875
1340560,7,7,0.542789101600647
2998750,7,7,0.5426872968673706
1286330,7,7,0.5424491763114929
1669490,7,7,0.5423763394355774
456030,7,7,0.5420579314231873
449710,7,7,0.5417749881744385
2710900,7,7,0.5416061282157898
2094600,7,7,0.5413975119590759
2001570,7,7,0.5412195920944214
1233260,9,9,0.5411602258682251
2891310,7,7,0.5410944819450378
248370,7,7,0.540798008441925
577670,7,7,0.540095329284668
2370,7,7,0.5399171113967896
1804010,7,7,0.5397327542304993
1797930,7,7,0.5396321415901184
673600,7,7,0.5395991206169128
400940,7,7,0.5395222306251526
2101540,7,7,0.539425790309906
2650730,7,7,0.5392942428588867
806530,7,7,0.5391971468925476
820040,7,7,0.5391687750816345
1098080,7,7,0.5388767123222351
1592680,7,7,0.5387888550758362
2316580,7,7,0.5386559963226318
