achievements_total,appid,avg_players_median_6m,categories,coming_soon,community_id,community_size,controller_support,crawl_status,crawl_timestamp,developers,discount_percent,dlc_count,final_price,first_month_in_window,genres,has_dlc,initial_price,is_free,is_synthetic_community,label_dead,label_dead_binary,last_month,linux,mac,metacritic_score,min_months_ok,min_months_required,months_used,name,pc_min_requirements,publishers,recommendations_total,release_date,required_age,supported_languages,tags,type,windows
27.0,397160,2.14,"Indie, RPG, Strategy",False,,,,success,2025-08-25T13:49:42.241226,Sylvain Harlaut,0.0,0.0,₪36.95,2024-10-01,"Indie, RPG, Strategy",False,₪36.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Aurora Dusk: Steam Age,"Minimum:OS *:Microsoft Windows XP, Vista, Windows 7, Windows 8.x, Windows 10Processor:2,33 GHzMemory:2 GB RAMDirectX:Version 9.0Storage:240 MB available spaceRecommended:OS *:Microsoft Windows Vista, Windows 7, Windows 8.x, Windows 10Processor:dual core 2,33 GHzMemory:6 GB RAMDirectX:Version 12Network:Broadband Internet connectionStorage:240 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Sylvain Harlaut,296.0,"29 Apr, 2016",0.0,"English, French","Strategy, RPG, Indie, Dwarf, Sandbox, Tower Defense, Singleplayer, 2D, Moddable, Fantasy, Adventure, Casual, Zombies, Medieval, Top-Down, Touch-Friendly, Crowdfunded, Character Customization, Early Access",game,True
0.0,1348180,2.935,RPG,True,,,,success,2025-08-23T21:43:09.928354,Doubles Core,0.0,0.0,₪58.95,2024-11-01,RPG,False,₪58.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,来自边境 - From Frontier,"Minimum:OS:7 / 8 / 8.1 / 10Processor:2+ GHz ProcessorMemory:4 GB RAMGraphics:DirectX 9/OpenGL 4.1 capable GPUDirectX:Version 9.0Storage:2 GB available spaceRecommended:OS:7 / 8 / 8.1 / 10Processor:3+ GHz ProcessorMemory:8 GB RAMGraphics:OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50)DirectX:Version 9.0Storage:4 GB available space",OTAKU Plan,328.0,"25 Jul, 2020",0.0,"English, Simplified Chinese, Japanese","Sexual Content, Nudity, JRPG, Mystery Dungeon, Romance, Anime, RPG, Party-Based RPG, 2D, Cute, Turn-Based Combat, Funny, Colorful, Fantasy, Magic, Adventure, Singleplayer, RPGMaker, Crafting, Beautiful",game,True
5.0,2636420,2.28,"Adventure, Indie",False,,,,success,2025-08-25T03:47:51.842110,DarkPhobia Games,0.0,0.0,₪25.95,2024-03-01,"Adventure, Indie",False,₪25.95,False,False,Dead,1,2025-03-01,False,False,,True,3,6,Graveyard Shift,Minimum:Requires a 64-bit processor and operating systemOS:Windows 10/11Processor:Intel® Core™ i5-3470 or AMD™ Ryzen 5 3600Memory:6 GB RAMGraphics:NVIDIA® GeForce® GTX 970 or AMD Radeon R9 280DirectX:Version 12Storage:8 GB available spaceAdditional Notes:Requires a 64-bit processor and operating systemRecommended:Requires a 64-bit processor and operating systemOS:Windows 10/11Processor:Intel® Core™ i7-3770 or AMD FX™-9590Memory:16 GB RAMGraphics:NVIDIA® GeForce® GTX 1660 or AMD Radeon™ RX 580DirectX:Version 12Storage:8 GB available spaceAdditional Notes:Requires a 64-bit processor and operating system,DarkPhobia Games,13.0,"2 Dec, 2023",0.0,English,"Horror, Dark, Thriller, Adventure, Atmospheric, Realistic, 3D, Exploration, Mystery, Cinematic, First-Person, Demons, Psychological Horror, Inventory Management, Open World, Singleplayer, Indie, Jump Scare, 1990's, America",game,True
6.0,1570960,1.24,"Adventure, Casual, Indie, Free To Play, Early Access",False,,,,success,2025-08-24T12:36:11.901019,Plain Cheeseburger Games,0.0,1.0,Free,2022-10-01,"Adventure, Casual, Indie, Free To Play, Early Access",True,Free,True,False,Dead,1,2023-10-01,False,False,,True,3,6,Grey Instinct - Part 1,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7+Processor:1.8 GHzMemory:4 GB RAMDirectX:Version 11Storage:2 GB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Plain Cheeseburger Games,717.0,"21 Jul, 2021",0.0,"English, Korean, Simplified Chinese","Early Access, Point & Click, Visual Novel, Dating Sim, Nudity, Detective, Story Rich, Puzzle, Comedy, Sexual Content, Cyberpunk, Funny, Adventure, Cute, Anime, Mystery, Exploration, Romance, Singleplayer, Free to Play",game,True
0.0,501470,0.525,"Action, Free To Play, Early Access",False,,,,success,2025-08-25T20:37:51.616239,Saucisson,0.0,0.0,Free To Play,2019-08-01,"Action, Free To Play, Early Access",False,Free To Play,True,False,Dead,1,2020-09-01,False,False,,True,3,6,Hold the door!,"Minimum:OS *:Windows 7/8/10Processor:i7Memory:8 GB RAMGraphics:Nvidia 970 GTXStorage:200 MB available spaceVR Support:SteamVRAdditional Notes:No other configuration has been tested yet.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Saucisson,46.0,"2 Sep, 2016",0.0,English,"Free to Play, Early Access, Action, VR",game,True
0.0,1524790,1.36,"Adventure, Casual, Free To Play, Indie, RPG, Simulation",False,,,Full Xbox Controller Support,success,2025-08-24T09:38:26.770240,Jordan Magnuson,0.0,0.0,Free,2023-11-01,"Adventure, Casual, Free To Play, Indie, RPG, Simulation",False,Free,True,False,Dead,1,2025-05-01,False,False,,True,3,6,Loneliness,Minimum:OS:WindowsMemory:256 MB RAMStorage:20 MB available space,Jordan Magnuson,138.0,"26 Apr, 2010",0.0,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Experimental, Abstract, Minimalist, Casual, 2D, Emotional, Linear, Stylized, Atmospheric, Dark, Noir, Walking Simulator, Exploration, Choose Your Own Adventure, Point & Click, Immersive Sim, Choices Matter, Life Sim, Solitaire, Pixel Graphics",game,True
15.0,598600,6.405,"Adventure, Casual, Indie",False,,,,success,2025-08-26T04:23:38.793344,Gisa Ferreira,0.0,0.0,₪7.25,2020-08-01,"Adventure, Casual, Indie",False,₪7.25,False,False,Dead,1,2022-03-01,False,False,,True,3,6,Silence in Space - Season One,"Minimum:OS *:Microsoft Windows XP, Vista, 7, 8, 10Processor:Intel Atom 1.6 GHzMemory:1 GB RAMGraphics:Integrated with 64 MB RAMStorage:50 MB available spaceRecommended:OS *:Microsoft Windows XP, Vista, 7, 8, 10Processor:Dual Core 2.4 GHzMemory:2 GB RAMGraphics:Dedicated with 128 MB RAMStorage:50 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Glitch Pixel,25.0,"4 Sep, 2018",18.0,English,"Adventure, Indie, Casual, Violent, Sci-fi, Point & Click, Pixel Graphics, Thriller",game,True
0.0,1007020,1.12,,False,,,,success,2025-08-24T14:22:15.397730,,40.0,0.0,₪83.21,2019-11-01,,False,₪110.95,False,False,Dead,1,2020-10-01,True,True,,True,3,6,One Step From Eden Demo,,,0.0,,0.0,,,game,True
0.0,418960,0.45,"Action, Adventure, Casual, Indie",False,,,,success,2025-08-25T15:27:13.597932,Anima Locus,0.0,0.0,₪10.95,2019-05-01,"Action, Adventure, Casual, Indie",False,₪10.95,False,False,Dead,1,2021-06-01,False,False,,True,3,6,Catorize,"Minimum:OS *:Windows 7Memory:256 MB RAMStorage:256 MB available spaceRecommended:OS *:Windows 8Memory:1024 MB RAMStorage:1024 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Anima Locus,0.0,"11 Nov, 2015",0.0,English,"Indie, Casual, Action, Adventure, Cats, Platformer",game,True
0.0,2327780,1.465,"Adventure, Simulation",True,,,Partial Xbox Controller Support,success,2025-08-26T06:16:30.318650,Ige Olwen,30.0,0.0,₪77.66,2023-07-01,"Adventure, Simulation",False,₪110.95,False,False,Dead,1,2025-06-01,False,False,,True,3,6,HAELE 3D - Feet Poses Pro - Drawing References,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel i5-4590 / AMD Ryzen 5 1500X or greaterMemory:4 GB RAMGraphics:NVIDIA GeForce GTX 970DirectX:Version 11Storage:3 GB available spaceVR Support:Tested with Open XR on Meta with Meta Quest 2, but should work as well on Index, WMR and ViveRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel i7 / AMD Ryzen 7Memory:16 GB RAMGraphics:Nvidia RTX 20 Series / AMD Radeon RX 6000 SeriesDirectX:Version 12Storage:3 GB available spaceVR Support:Tested with Open XR on Meta with Meta Quest 2, but should work as well on Index, WMR and Vive",HAELE 3D,54.0,"12 Apr, 2024",0.0,"English, Spanish - Spain, Japanese, Russian, Simplified Chinese, Portuguese - Brazil, French, Italian, German, Czech, Hungarian, Korean, Polish, Portuguese - Portugal, Spanish - Latin America, Turkish, Ukrainian, Bulgarian, Danish, Dutch, Finnish, Greek, Norwegian, Romanian, Swedish, Traditional Chinese, Vietnamese, Indonesian","Adventure, RPG, Drama, Choices Matter, Choose Your Own Adventure, Singleplayer, Souls-like, Anime, Design & Illustration, Animation & Modeling, Game Development, VR, Immersive Sim, Software, Visual Novel, Romance, 3D, Psychological Horror, Co-op, Simulation",game,True
25.0,2318070,3.545,"Action, Adventure, Indie",False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",success,2025-08-26T05:37:54.805670,[2.21],0.0,1.0,₪119.00,2025-02-01,"Action, Adventure, Indie",True,₪119.00,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Little Big Adventure – Twinsen’s Quest,Minimum:OS:Windows 10Processor:Intel Core i5 4460Memory:8 GB RAMGraphics:nVidia GeForce GTX 970DirectX:Version 11Storage:5 GB available spaceRecommended:OS:Windows 11Processor:Ryzen 5 1600X / Core i3-8100Memory:8 GB RAMGraphics:GeForce GTX 1650 / Radeon RX 580DirectX:Version 11Storage:5 GB available space,Microids,667.0,"14 Nov, 2024",0.0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Dutch, Japanese, Korean, Polish, Russian, Simplified Chinese","Exploration, Puzzle, Platformer, Action-Adventure, Cute, Isometric, Funny, Story Rich, Action, Colorful, Magic, Adventure, 1990's, Old School, Retro, Singleplayer, Cartoon, 3D, Fantasy, Open World",game,True
13.0,395900,4.235,Casual,False,,,Full Xbox Controller Support,success,2025-08-25T13:44:44.896854,VooFoo Studios,0.0,0.0,₪14.50,2025-02-01,Casual,False,₪14.50,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Backgammon Blitz,"Minimum:OS *:Windows VistaProcessor:2.0GHz Dual CoreMemory:2 GB RAMGraphics:NVIDIA GeForce 9600GT or AMD Radeon HD 4600DirectX:Version 10Network:Broadband Internet connectionStorage:600 MB available spaceSound Card:DirectX 9.0C CompatibleAdditional Notes:Xinput Supported ControllersRecommended:OS *:Windows 7Processor:2.0+ GHz Dual CoreMemory:3 GB RAMGraphics:NVIDIA GeForce GTX 650 or AMD Radeon HD 6800DirectX:Version 10Network:Broadband Internet connectionStorage:600 MB available spaceSound Card:DirectX 9.0c compatibleAdditional Notes:Xinput Supported Controllers*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Nomad Games,208.0,"12 Nov, 2015",0.0,"English, French, Italian, German, Spanish - Spain","Casual, Tabletop, Board Game, Strategy, Indie, Simulation",game,True
50.0,249230,49.845,RPG,False,,,Partial Xbox Controller Support,success,2025-08-25T04:34:33.920626,Piranha Bytes,0.0,3.0,₪55.95,2025-02-01,RPG,True,₪55.95,False,False,Dead,1,2025-07-01,False,False,65.0,True,3,6,Risen 3 - Titan Lords,"Minimum:OS *:Windows Vista SP2 , Windows 7 SP1 , Windows 8Processor:2.4 GHz Dual Core ProcessorMemory:2 GB RAMGraphics:Radeon HD 3850 or GeForce 9600 GT, VRAM 512MBDirectX:Version 9.0cStorage:8 GB available spaceSound Card:DirectX 9.0c CompatibleAdditional Notes:Min memory: 4 GB (Risen 3 64-bit)Recommended:OS *:Windows 7 (64-bit), Windows 8 (64-bit), Windows 10 (64-Bit)Processor:Intel Core i5 at 2.5 GHz or better or AMD Phenom II x4 940 at 3.0 GHzMemory:8 GB RAMGraphics:NVIDIA GeForce GTX 570 or AMD Radeon HD 5870, 1 GB VRAMStorage:8 GB available spaceSound Card:*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",THQ Nordic,18.0,"13 Aug, 2014",18.0,"English, French, Italian, German, Spanish - Spain, Polish, Russian","RPG, Open World, Gothic, Adventure, Atmospheric, Singleplayer, Fantasy, Third Person, Dark Fantasy, Action RPG, Pirates, Action, Story Rich, Magic, Classic, Exploration, Nudity, Sandbox, Old School, Co-op",game,True
5.0,858500,0.01,"Action, Casual, Indie, Strategy",False,,,,success,2025-08-24T04:45:55.520825,Seth Durham,0.0,0.0,₪7.25,2018-06-01,"Action, Casual, Indie, Strategy",False,₪7.25,False,False,Dead,1,2019-08-01,False,False,,True,3,3,Skelli Tower Defense,"Minimum:OS *:Windows Vista SP1+Processor:SSE2 instruction set supportMemory:4 GB RAMGraphics:DX10 (shader model 4.0) capabilitiesDirectX:Version 10Storage:120 MB available spaceRecommended:OS *:Windows Vista SP1+Processor:SSE2 instruction set supportMemory:16 GB RAMGraphics:DX11 capabilitiesDirectX:Version 11Storage:120 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",SDGaming,0.0,"1 Jun, 2018",0.0,English,"Strategy, Action, Indie, Casual",game,True
0.0,1649290,1.11,"Action, Adventure, Casual, Free To Play, Indie",False,,,,success,2025-08-24T17:56:20.460890,"Sinto_Kengeki, Vengersky, Aleksey_Chuyko, Ilya_Chuyko",0.0,0.0,Free To Play,2021-07-01,"Action, Adventure, Casual, Free To Play, Indie",False,Free To Play,True,False,Dead,1,2022-06-01,False,True,,True,3,3,Deep Lake: Prologue,"Minimum:OS *:Windows XP+ (x86)Processor:1.2 GHz or faster processorMemory:512 MB RAMGraphics:512 MB display memoryDirectX:Version 9.0Storage:800 MB available spaceRecommended:OS:Windows 10Processor:Intel Core i5 3 GHz or betterMemory:4 GB RAMGraphics:NVIDIA GeForce GTX 660 or betterDirectX:Version 11Storage:800 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Kairos GD,68.0,"22 Jun, 2021",0.0,"English, Russian","Adventure, Visual Novel, Exploration, 2D, Anime, Noir, Psychedelic, Realistic, Story Rich, Nonlinear, Singleplayer, Dark, Mystery, Ambient, Indie, Gothic, Soundtrack, Free to Play, Casual, Action",game,True
0.0,521660,4.825,Strategy,False,,,,success,2025-08-25T22:08:07.274612,"KOEI TECMO GAMES CO., LTD.",0.0,0.0,₪47.95,2025-02-01,Strategy,False,₪47.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,NOBUNAGA'S AMBITION: Zenkokuban,Minimum:OS:Windows® 10(*Japanese Ver. only)Processor:1GHz overMemory:2 GB RAMGraphics:800x600 pixel overDirectX:Version 9.0Storage:30 MB available spaceSound Card:22KHz/16bitRecommended:OS:Windows® 10(*Japanese Ver. only)Processor:1GHz overMemory:2 GB RAMGraphics:800x600 pixel overDirectX:Version 9.0Storage:30 MB available spaceSound Card:22KHz/16bit,"KOEI TECMO GAMES CO., LTD.",12.0,"24 Jan, 2017",0.0,Japanese,"Wargame, Immersive Sim, Military, Diplomacy, War, Turn-Based, Turn-Based Strategy, Grand Strategy, Strategy, Historical, Alternate History, Simulation, Pixel Graphics, Tactical, Retro, Resource Management, Local Multiplayer, Replay Value, Addictive",game,True
15.0,2512200,1.96,"Action, Adventure, Casual, Simulation",False,,,,success,2025-08-23T22:09:25.917601,Octo Games,0.0,0.0,₪14.50,2023-09-01,"Action, Adventure, Casual, Simulation",False,₪14.50,False,False,Dead,1,2024-09-01,False,False,,True,3,6,Universe in Cum 2 💦 🌎,"Minimum:OS *:Windows 7 or aboveProcessor:Intel or AMDMemory:6 GB RAMGraphics:Direct X compatibleStorage:3 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Octo Games,181.0,"12 Aug, 2023",18.0,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Indonesian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Sexual Content, Nudity, Mature, NSFW, Female Protagonist, Sci-fi, 3D, Aliens, Space, Action, Dating Sim, Adventure, Cyberpunk, Story Rich, Simulation, Futuristic, Singleplayer, Romance, Parody, Cute",game,True
12.0,3399040,8.2,"Casual, Indie, Simulation, Early Access",False,,,,success,2025-08-27T17:12:30.567453,Tzn Games,0.0,0.0,$9.99,2025-05-01,"Casual, Indie, Simulation, Early Access",False,$9.99,False,False,Dead,1,2025-07-01,False,False,,True,3,3,Office Simulator,Minimum:Requires a 64-bit processor and operating systemOS:Windows (64-bit) 10Processor:i5 3550 / RYZEN 5 2500XMemory:4 GB RAMGraphics:NVIDIA GTX 1050 / AMD R9 270XDirectX:Version 11Storage:5 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows (64-bit) 10Processor:i5 7600K / Ryzen 5 2600xMemory:8 GB RAMGraphics:NVIDIA GTX 1060 / AMD RX 480DirectX:Version 11Storage:5 GB available space,Tzn Games,65.0,"Apr 28, 2025",0.0,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Japanese, Korean, Russian, Turkish, Portuguese - Portugal","Early Access, Casual, Simulation, Life Sim, Immersive Sim, Time Management, 3D, First-Person, Colorful, Cute, Stylized, Family Friendly, Economy, Logic, Automation, Management, Crafting, Female Protagonist, Character Customization, Resource Management",game,True
0.0,844900,0.12,"Simulation, Sports",False,,,,success,2025-08-24T03:49:05.869575,Heartline / Greencode,0.0,0.0,₪36.95,2019-07-01,"Simulation, Sports",False,₪36.95,False,False,Dead,1,2021-03-01,False,False,,True,3,6,Director of Football,"Minimum:OS *:Windows 7, 10Processor:Intel & AMDMemory:64 MB RAMGraphics:8MBDirectX:Version 10Storage:400 MB available spaceAdditional Notes:Recommended:OS *:Windows 7, 10Processor:Intel & AMDMemory:128 MB RAMGraphics:8MBDirectX:Version 10Storage:400 MB available spaceAdditional Notes:*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",UniqueGames GmbH,12.0,"31 Dec, 1999",0.0,English,"Sports, Simulation, Football (Soccer)",game,True
20.0,1797930,2.215,"Casual, Indie",False,,,,success,2025-08-25T06:47:54.878039,Shawno Studios,0.0,0.0,₪36.95,2023-09-01,"Casual, Indie",False,₪36.95,False,False,Dead,1,2024-04-01,False,False,,True,3,6,Para Eyes,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7Processor:Intel or AMD Duel Core CPUMemory:2 GB RAMGraphics:Graphics card with DX10Storage:5 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Graphics:NVIDIA GeForce GTX 1070 / AMD RX590*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Shawno Studios,122.0,"9 Jul, 2025",0.0,English,"Hidden Object, Puzzle, Point & Click, Demons, Investigation, First-Person, Horror, Detective, Psychological Horror, Casual, Logic, Mystery, Atmospheric, Psychological, Survival Horror, Dark, Singleplayer, Jump Scare, Violent, Indie",game,True
