achievements_total,appid,avg_players_median_6m,categories,coming_soon,community_id,community_size,controller_support,crawl_status,crawl_timestamp,developers,discount_percent,dlc_count,final_price,first_month_in_window,genres,has_dlc,initial_price,is_free,is_synthetic_community,label_dead,label_dead_binary,last_month,linux,mac,metacritic_score,min_months_ok,min_months_required,months_used,name,pc_min_requirements,publishers,recommendations_total,release_date,required_age,supported_languages,tags,type,windows
59.0,237850,5.95,"Adventure, Indie",False,,,"Full Xbox Controller Support, PS4 Controller Support",success,2025-08-25T04:06:50.388552,Red Thread Games,0.0,1.0,₪92.95,2025-02-01,"Adventure, Indie",True,₪92.95,False,False,Dead,1,2025-07-01,True,True,71.0,True,3,6,Dreamfall Chapters,"Minimum:OS *:Windows 7Processor:Core 2 Duo 2GHz or equivalentMemory:3 GB RAMGraphics:Intel HD Graphics 4000DirectX:Version 9.0cStorage:12 GB available spaceSound Card:YesRecommended:OS *:Windows 7 64-bitProcessor:Quad Core i5 2.5GHzMemory:8 GB RAMGraphics:ATI or Nvidia card with 2GB VRAMDirectX:Version 11Network:Broadband Internet connectionStorage:20 GB available spaceSound Card:Yes*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Red Thread Games,1885.0,"21 Jul, 2017",0.0,"English, French, German, Russian","Adventure, Story Rich, Choices Matter, Atmospheric, Female Protagonist, Cyberpunk, Fantasy, Singleplayer, Third Person, Point & Click, Lore-Rich, Futuristic, Sci-fi, Puzzle, Kickstarter, Choose Your Own Adventure, Exploration, Indie, Drama, Cinematic",game,True
0.0,535840,0.02,"Casual, Indie",False,,,Partial Xbox Controller Support,success,2025-08-25T23:24:37.057499,Plexagon Studios,0.0,0.0,₪43.95,2019-04-01,"Casual, Indie",False,₪43.95,False,False,Dead,1,2020-08-01,False,False,,True,3,6,Marblize,"Minimum:Requires a 64-bit processor and operating systemOS *:Win 7Processor:Intel Core i7-2600KMemory:2 GB RAMGraphics:NVIDIA GeForce GTX 750 TiStorage:6 GB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Plexagon Studios,0.0,"25 Nov, 2016",0.0,English,"Casual, Indie, Puzzle",game,True
0.0,1878970,1.92,"Action, Casual, Indie, Massively Multiplayer, Simulation",False,,,,success,2025-08-23T16:40:01.555023,Hideout Games,0.0,0.0,$9.99,2024-09-01,"Action, Casual, Indie, Massively Multiplayer, Simulation",False,$9.99,False,False,Dead,1,2025-02-01,False,False,,True,3,6,Boom Bears on Stream,Minimum:OS:Windows 10Processor:Intel i5Memory:4 GB RAMGraphics:Nvidia 970Storage:300 MB available spaceRecommended:OS:Windows 10Processor:Intel i5Memory:8 GB RAMGraphics:Nvidia 2060Storage:300 MB available space,Hideout Games,22.0,"Feb 11, 2022",0.0,English,"Simulation, Auto Battler, Casual, Arcade, Cute, Video Production, Relaxing, Family Friendly, Idler, Colorful, Stylized, Score Attack, Minimalist, 3D, Immersive Sim, Hand-drawn, Cartoony, Cartoon, Comic Book, Action",game,True
19.0,791500,0.7,"Casual, Strategy",False,,,,success,2025-08-24T00:31:20.298284,Schickmair Games,0.0,0.0,,2019-05-01,"Casual, Strategy",False,,False,False,Dead,1,2020-01-01,False,True,,True,3,6,Mahjong Riichi Multiplayer,"Minimum:OS *:Windows Vista SP1Processor:1.0 GhzMemory:1 GB RAMDirectX:Version 10Storage:800 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Schickmair Games,31.0,"17 May, 2018",0.0,English,"Strategy, Casual, Mahjong",game,True
0.0,2720700,13.57,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",False,,,,success,2025-08-25T11:08:15.214492,Galaxy Gate,0.0,0.0,Free To Play,2025-02-01,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",False,Free To Play,True,False,Dead,1,2025-07-01,False,False,,True,3,6,Karos Classic,"Minimum:OS:Windows 10, 11Processor:Intel Pentium 4 1.8 Ghz or moreMemory:1 GB RAMGraphics:GeForce 5600 or similarDirectX:Version 9.0Network:Broadband Internet connectionStorage:5 GB available spaceRecommended:OS:Windows 10, 11Processor:CPU Intel® CoreTM 2 Duo E6700(2.66Ghz) or moreMemory:2 GB RAMGraphics:Graphics GeForce FX6200 / Radeon 9600 or moreStorage:5 GB available space",GameXP.com,97.0,"14 Dec, 2023",0.0,"English, Russian, Turkish, German, Spanish - Spain, French, Polish, Portuguese - Portugal, Portuguese - Brazil, Spanish - Latin America","Adventure, RPG, Action, MMORPG, Strategy RPG, Action RPG, Choose Your Own Adventure, CRPG, Tactical RPG, 3D, Demons, Dragons, Magic, Fantasy, Open World, Massively Multiplayer, Female Protagonist, Free to Play, Multiplayer",game,True
32.0,2803360,11.7,"Action, Indie, Massively Multiplayer, RPG, Simulation, Early Access",False,,,,success,2025-08-26T12:19:21.934136,Holmgard Games,0.0,0.0,₪55.95,2025-02-01,"Action, Indie, Massively Multiplayer, RPG, Simulation, Early Access",False,₪55.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Project L33T,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel i5, AMD Ryzen 5Memory:16 GB RAMGraphics:Nvidia gtx 1070 8gb VRAM or similar AMD cardDirectX:Version 12Network:Broadband Internet connectionStorage:35 GB available spaceSound Card:Windows compatible AudioRecommended:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel i7, AMD Ryzen 7Memory:32 GB RAMGraphics:Nvidia RTX 3080 12gb VRAM or AMD EquivalentDirectX:Version 12Network:Broadband Internet connectionStorage:65 GB available spaceSound Card:Windows compatible 3D Spatial audio system",Holmgard Games,48.0,"25 Jul, 2024",18.0,English,"Early Access, Action, RPG, FPS, Looter Shooter, Shooter, Sandbox, Outbreak Sim, 3D, First-Person, Cinematic, Realistic, Aliens, Atmospheric, Crafting, Loot, Military, Modern, Nature, Post-apocalyptic",game,True
0.0,719140,1.025,Casual,False,,,,success,2025-08-23T20:01:02.126170,Gopherwood Studios LLC,0.0,0.0,₪18.50,2023-04-01,Casual,False,₪18.50,False,False,Dead,1,2024-10-01,True,True,,True,3,6,Entanglement,Minimum:Memory:4 MB RAMStorage:250 MB available space,Gopherwood Studios LLC,23.0,"17 Oct, 2017",0.0,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Thai, Turkish, Ukrainian","Casual, Puzzle, Strategy, Indie",game,True
51.0,1843540,2.96,"Action, Adventure",False,,,Full Xbox Controller Support,success,2025-08-25T10:08:42.193839,Evil Raptor,0.0,0.0,₪79.00,2025-01-01,"Action, Adventure",False,₪79.00,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Akimbot,"Minimum:OS:Windows 10Processor:AMD Ryzen 5 1500X / EquivalentMemory:16 GB RAMGraphics:AMD Radeon R9 380 / EquivalentStorage:20 GB available spaceAdditional Notes:1080p, Low Settings, 30 FPSRecommended:OS:Windows 10/11Processor:AMD Ryzen 5 5600X / EquivalentMemory:16 GB RAMGraphics:Nvidia RTX 3060 Ti / EquivalentStorage:20 GB available spaceAdditional Notes:1080p, High Settings, 60 FPS",PLAION,13.0,"29 Aug, 2024",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Traditional Chinese, Turkish, Portuguese - Brazil","3D Platformer, Platformer, Singleplayer, Shooter, Action, Third-Person Shooter, Cartoony, Colorful, Stylized, Third Person, Sci-fi, Combat, 3D, Robots, Linear, Adventure, Retro, Story Rich, Action-Adventure, Multiplayer",game,True
0.0,988340,0.035,"Action, Adventure, Simulation",False,,,,success,2025-08-24T13:08:59.450977,Smartmove,0.0,0.0,₪36.95,2019-04-01,"Action, Adventure, Simulation",False,₪36.95,False,False,Dead,1,2023-01-01,False,False,,True,3,6,Mad Hunting Simulator VR,Minimum:OS:WindowsProcessor:Intel Core i5-4590 (AMD FX 8350)Memory:4 GB RAMGraphics:GeForce GTX 970 (AMD Radeon R9 290)Storage:5 GB available spaceVR Support:SteamVR. Standing or Room Scale,Smartmove,14.0,"30 Dec, 2018",0.0,English,"Action, Simulation, Adventure, VR",game,True
0.0,563200,10.02,Strategy,False,,,,success,2025-08-26T01:35:30.666374,Sean O'Connor,0.0,0.0,₪36.95,2025-02-01,Strategy,False,₪36.95,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Slay,"Minimum:OS *:Windows XPProcessor:AnyMemory:80 MB RAMGraphics:AnyDirectX:Version 9.0Storage:20 MB available spaceSound Card:Any*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Sean O'Connor,168.0,"25 Nov, 2016",0.0,English,"Strategy, Turn-Based, Singleplayer, Hex Grid, Indie",game,True
0.0,1324910,0.42,,False,,,,success,2025-08-23T20:09:28.796690,,20.0,0.0,₪127.20,2020-08-01,,False,₪159.00,False,False,Dead,1,2020-10-01,True,True,,True,3,3,Vilset Demo,,,0.0,,0.0,,,game,True
8.0,2802110,7.48,"Action, Adventure, Casual, Indie, Sports",False,,,,success,2025-08-26T12:14:08.385303,PiHoEntertainment,50.0,0.0,₪1.75,2025-02-01,"Action, Adventure, Casual, Indie, Sports",False,₪3.50,False,False,Dead,1,2025-07-01,False,False,,True,3,6,SPY-der PIG,Minimum:OS:Windows 10 (64 bit) or newerProcessor:Dual Core 2 GHzMemory:500 MB RAMGraphics:Intel HD 4600 (AMD or NVIDIA equivalent)DirectX:Version 11Storage:4 GB available spaceSound Card:Any sound card capable of stereo output,Yin Games,415.0,"23 Feb, 2024",0.0,English,"Action, Adventure, Casual, Sports, Action-Adventure, Point & Click, Shooter, 2D Platformer, Hack and Slash, 2D, Cartoon, Cartoony, Colorful, Cute, Assassin, Crime, Funny, Ninja, Character Customization, Physics",game,True
0.0,1295790,1.39,"Adventure, Casual, Indie",False,,,Full Xbox Controller Support,success,2025-08-25T11:42:45.387303,"Brainwash Gang, TLR Games",0.0,2.0,₪36.95,2021-06-01,"Adventure, Casual, Indie",True,₪36.95,False,False,Dead,1,2021-11-01,False,False,,True,3,3,The Longest Road on Earth,"Minimum:OS *:Windows 7Processor:Intel Core i3-7100, AMD FX-8100 or equivalentMemory:4 GB RAMGraphics:Intel UHD 630, Geforce GTX 275, Quadro 2000D or equivalentStorage:500 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Raw Fury,478.0,"27 May, 2021",0.0,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese","Cozy, Casual, Interactive Fiction, Drama, Narrative, Point & Click, Indie, Walking Simulator, Music, Life Sim, Side Scroller, 2D, Cute, Noir, Pixel Graphics, Emotional, Historical, Relaxing, Story Rich, Singleplayer",game,True
64.0,1159090,8.08,"Adventure, Indie, RPG, Strategy",False,,,"Full Xbox Controller Support, PS5 Controller Support",success,2025-08-25T01:55:50.185412,Tiny Trinket Games,0.0,4.0,₪92.95,2025-02-01,"Adventure, Indie, RPG, Strategy",True,₪92.95,False,False,Dead,1,2025-07-01,True,False,,True,3,6,Zoria: Age of Shattering,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7/8/8.1/10 (64 bit)Processor:Intel Core i5 / AMD Ryzen 3 or betterMemory:8 GB RAMGraphics:Nvidia GTX 1050 / AMD RX 560 (4GB+ of VRAM)DirectX:Version 11Storage:30 GB available spaceAdditional Notes:SSD strongly recommendedRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 (64-bit) or newerProcessor:Intel Core i7 8700K / AMD Ryzen 5 3600 or betterMemory:16 GB RAMGraphics:Nvidia 2060 / RX 5700 XT (6GB+ of VRAM)DirectX:Version 11Storage:30 GB available spaceAdditional Notes:SSD strongly recommended*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Anshar Publishing, Surefire.Games",15.0,"7 Mar, 2024",0.0,"English, Simplified Chinese, French, Italian","Singleplayer, Exploration, 3D, RPG, Atmospheric, Story Rich, Strategy, Character Customization, Fantasy, Base Building, Stylized, Team-Based, Lore-Rich, Turn-Based Combat, Dungeon Crawler, Turn-Based Strategy, Tactical RPG, Party-Based RPG, Turn-Based, CRPG",game,True
16.0,1497360,2.07,"Adventure, Indie",False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",success,2025-08-24T07:57:35.084925,Open Roads Team,35.0,0.0,₪48.06,2024-05-01,"Adventure, Indie",False,₪73.95,False,False,Dead,1,2025-02-01,False,False,,True,3,6,Open Roads,"Minimum:Requires a 64-bit processor and operating systemOS:Windows 10Processor:Intel Core i5-2300 | AMD FX-4350Memory:4 GB RAMGraphics:Nvidia GeForce GTX 460, 768 MB | AMD Radeon HD 6870, 1 GBDirectX:Version 11Storage:7 GB available spaceRecommended:Requires a 64-bit processor and operating system",Annapurna Interactive,244.0,"28 Mar, 2024",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Adventure, Exploration, Interactive Fiction, Story Rich, Investigation, 2D, 3D, Cinematic, First-Person, Stylized, Atmospheric, Detective, Drama, Emotional, Mystery, Old School, Retro, Singleplayer, Linear, Indie",game,True
44.0,355180,10.21,"Action, Free To Play",False,,,Partial Xbox Controller Support,success,2025-08-25T10:45:36.715790,Hoobalugalar_X,0.0,1.0,Free,2025-02-01,"Action, Free To Play",True,Free,True,False,Dead,1,2025-07-01,True,False,,True,3,6,Codename CURE,"Minimum:OS *:Windows® 7 (32/64-bit)/Vista/XPProcessor:Pentium 4 3.0GHz or equivalentMemory:2 GB RAMGraphics:nVidia GeForce 6 series, ATI Radeon 9600DirectX:Version 9.0cNetwork:Broadband Internet connectionStorage:9 GB available spaceRecommended:OS *:Windows® 7 (32/64-bit) or higherProcessor:Intel Core 2 Duo 2.4GHz or higherMemory:4 GB RAMGraphics:nVidia GeForce 9, ATI X1600, Intel 4000, or higherDirectX:Version 9.0cNetwork:Broadband Internet connectionStorage:9 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Hoobalugalar_X,34.0,"31 Oct, 2017",0.0,"English, German, French, Spanish - Spain, Russian, Portuguese - Brazil, Simplified Chinese, Hungarian, Italian, Korean, Polish, Portuguese - Portugal","Zombies, Shooter, Free to Play, Survival Horror, Co-op, FPS, Military, Post-apocalyptic, Class-Based, PvE, Action, Online Co-Op, First-Person, Moddable, Singleplayer, Gore, Multiplayer, Mod, PvP, 3D",game,True
48.0,2394650,33.09,Adventure,False,,,"Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",success,2025-08-26T10:44:10.663532,Kyle Thompson,0.0,0.0,₪73.95,2025-02-01,Adventure,False,₪73.95,False,False,Dead,1,2025-07-01,False,False,82.0,True,3,6,Crypt Custodian,"Minimum:OS *:Windows 7Processor:Intel Pentium E2180 (2 * 2000), AMD Athlon Dual Core 4450e (2 * 2300), or equivalentMemory:4 GB RAMGraphics:GeForce GT 220 (1024 MB), Radeon HD 4650 (1024 VRAM), or equivalentDirectX:Version 9.0Storage:1 GB available spaceRecommended:OS:Windows 10Processor:Intel Core i3-3240 (2 * 3400), AMD A8-3850 (4 * 2900), or equivalentMemory:8 GB RAMGraphics:GeForce GT 640 (2048 VRAM), Radeon R7 250 (2048 VRAM), or equivalentDirectX:Version 9.0Storage:1 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Kyle Thompson, Top Hat Studios, Inc., H2 Interactive Co., Ltd.",95.0,"27 Aug, 2024",0.0,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Japanese, Korean, Traditional Chinese","Metroidvania, Adventure, Action, Exploration, Atmospheric, Cute, Indie, Action RPG, Story Rich, Action-Adventure, Cats, Platformer, Hand-drawn, Funny, Nonlinear, Colorful, Dungeon Crawler, Puzzle, RPG, Singleplayer",game,True
23.0,298480,3.65,"Action, Simulation, Strategy",False,,,,success,2025-08-25T06:58:29.984440,Evil Twin Artworks,0.0,0.0,₪92.95,2025-02-01,"Action, Simulation, Strategy",False,₪92.95,False,False,Dead,1,2025-07-01,True,True,,True,3,6,Victory At Sea,"Minimum:OS *:Windows XP SP3Processor:Core 2 duo 2.4GhzMemory:2 GB RAMGraphics:GeForce 9500 GTStorage:4 GB available spaceRecommended:OS *:Windows 7Processor:Intel i5 3.0Ghz or equivalentMemory:4 GB RAMGraphics:Nvidia GTX 470Storage:4 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Evil Twin Artworks,488.0,"8 Aug, 2014",0.0,"English, French, German","Strategy, Naval, Naval Combat, World War II, Simulation, Action, Tactical, RTS",game,True
21.0,680430,0.335,"Action, Adventure, Indie, RPG",False,,,Full Xbox Controller Support,success,2025-08-26T09:51:43.464512,EJRGames,90.0,0.0,₪5.59,2019-06-01,"Action, Adventure, Indie, RPG",False,₪55.95,False,False,Dead,1,2020-08-01,False,False,,True,3,6,Lemuria: Lost in Space - VR Edition Demo,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows Vista/7/8/10Processor:Intel® Core™ i3-3210 or betterMemory:4 GB RAMGraphics:GeForce GTX 970 (AMD Radeon R9 290) or betterDirectX:Version 9.0Storage:6 GB available spaceSound Card:DirectX compatibleVR Support:SteamVRRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",EJRGames,0.0,"4 Aug, 2017",0.0,"English, Polish","Action, Adventure, RPG, Indie, VR",game,True
40.0,1200330,15.945,"Simulation, Strategy",False,,,,success,2025-08-25T05:03:42.768621,Starni Games,16.0,0.0,₪149.95,2025-02-01,"Simulation, Strategy",False,₪155.12,False,False,Dead,1,2025-07-01,False,False,,True,3,6,Strategic Mind: Blitzkrieg,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)Processor:Dual-core Intel or AMD, 2.0 GHz or fasterMemory:4 GB RAMGraphics:Nvidia GTX 750 Ti or better or AMD HD 7870 or betterDirectX:Version 11Storage:40 GB available spaceSound Card:OnboardRecommended:Requires a 64-bit processor and operating systemOS *:Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)Processor:Dual-core Intel or AMD, 2.5 GHz or fasterMemory:8 GB RAMGraphics:AMD RX 470 or Nvidia GTX 1050 or betterDirectX:Version 11Storage:40 GB available spaceSound Card:Onboard*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Starni Games,424.0,"22 May, 2020",0.0,"English, French, German, Russian, Simplified Chinese, Spanish - Spain, Portuguese - Brazil, Polish, Korean, Ukrainian","Tactical RPG, Turn-Based Tactics, Wargame, Military, Tanks, War, World War II, Difficult, Turn-Based, Strategy RPG, Turn-Based Strategy, Board Game, Strategy, 3D, Alternate History, Historical, Story Rich, Turn-Based Combat, Simulation, Realistic",game,True
0.0,2223810,1.935,Strategy,False,,,,success,2025-08-25T23:14:15.660175,Hedgewars Team,0.0,0.0,Free,2024-02-01,Strategy,False,Free,True,False,Dead,1,2025-07-01,False,False,,True,3,6,Hedgewars,"Minimum:OS *:Windows XP (SP3) or higherProcessor:Intel Core 2 Duo (Merom) 1.66GHz or equivalentMemory:500 MB RAMGraphics:Intel Graphics Media Accelerator 950 or equivalentStorage:500 MB available spaceSound Card:Dolby SorroundRecommended:OS *:Windows 7 or higherProcessor:Intel Pentium 4 a 2.4 GHz o equivalenteMemory:1 GB RAMGraphics:ATI Radeon X800 / NVIDIA GeForce 7600 / Intel HD Graphics 2000 or higherStorage:1 GB available spaceSound Card:Soundcard compatible with DirectX 9.0c*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Hedgewars Team,112.0,"16 Dec, 2022",0.0,"English, Spanish - Spain, French, German, Polish, Portuguese - Portugal, Russian","Strategy, Turn-Based Strategy, 2D, Wargame, Comic Book, PvP, PvE, Turn-Based Tactics, Multiplayer, Singleplayer",game,True
24.0,1225070,3.045,"Adventure, Casual",False,,,,success,2025-08-25T07:06:04.374120,Brave Giant LTD,0.0,0.0,₪55.95,2024-08-01,"Adventure, Casual",False,₪55.95,False,False,Dead,1,2025-04-01,True,True,,True,3,6,Family Mysteries: Poisonous Promises,"Minimum:OS *:Windows 7, Windows 8, Windows 10Processor:2.0 GHzMemory:1 GB RAMGraphics:256 MB VRAMStorage:2 GB available spaceRecommended:OS *:Windows 7, Windows 8, Windows 10Processor:2.5 GHzMemory:1 GB RAMGraphics:512 MB VRAMStorage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Artifex Mundi,164.0,"26 Mar, 2020",0.0,"English, French, Italian, German, Simplified Chinese, Japanese, Korean, Polish, Russian","Adventure, Casual, Hidden Object, Detective, Mystery, 2D, Female Protagonist, Point & Click, Atmospheric, Singleplayer, Puzzle, Story Rich, Indie, Violent, Family Friendly",game,True
0.0,1207590,4.475,"Indie, Simulation, Strategy",False,,,,success,2025-08-25T05:41:31.649800,Strategy Labs,0.0,0.0,Free,2024-10-01,"Indie, Simulation, Strategy",False,Free,True,False,Dead,1,2025-05-01,False,False,,True,3,6,Builders of Egypt: Prologue,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 8.1x64 / Windows 10x64Processor:Intel Core i3 4130 or greaterMemory:8 GB RAMGraphics:GTX 750ti or greaterStorage:16 GB available spaceSound Card:DirectX Compatible Sound DeviceRecommended:Requires a 64-bit processor and operating systemOS *:Windows 8.1x64 / Windows 10x64Processor:Fourth Generation Intel Core i5 2.5 Ghz or AMD FX8350 4.0 Ghz or greaterMemory:16 GB RAMGraphics:8GB & nVidia 960 or greaterStorage:16 GB available spaceSound Card:DirectX Compatible Sound Device*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",PlayWay S.A.,1413.0,"2 Mar, 2020",0.0,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Turkish, Simplified Chinese","Free to Play, Simulation, City Builder, Indie, Base Building, Management, Historical, RTS, War, Multiplayer, Economy, Singleplayer, Realistic, Strategy, Tactical, Real-Time, Difficult, Building, Sandbox, Classic",game,True
0.0,19000,11.355,Adventure,False,,,,success,2025-08-24T21:30:58.506050,Double Helix Games,0.0,0.0,₪110.95,2025-02-01,Adventure,False,₪110.95,False,False,Dead,1,2025-07-01,False,False,64.0,True,3,6,Silent Hill: Homecoming,"OS *:Windows XP / VistaProcessor:Dual core CPU such as Intel Core 2 Duo E6400 or AMD Athlon 64 X2 4200+Memory:1 GB (XP) or 2 GB (Vista)Graphics:DirectX 9.0c compliant video card such as ATI Radeon HD-series graphics card (minimum 256 MB) or NVIDIA GeForce 7800-series graphics card (minimum 256 MB)Sound:DirectX®: 9.0c compatible sound cardHard Drive:10 GB Free spaceController Support:Mouse, Keyboard, Xbox 360 controller*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",KONAMI,26.0,"2 Mar, 2009",0.0,"English, French, Italian, German, Spanish - Spain","Horror, Adventure, Survival Horror, Psychological Horror, Gore, Third Person, Atmospheric, Story Rich, Violent, Singleplayer, Great Soundtrack, Dark, Survival, Action, Multiplayer, Third-Person Shooter, Lovecraftian, Controller, RPG, Puzzle",game,True
8.0,805420,0.02,"Casual, Indie",False,,,,success,2025-08-24T01:27:29.511082,Jambav,0.0,0.0,₪10.95,2018-08-01,"Casual, Indie",False,₪10.95,False,False,Dead,1,2019-01-01,True,True,,True,3,6,Stack & Crack,"Minimum:OS *:Windows XP/Vista/7/8Processor:2 GHz Dual CoreMemory:1 GB RAMStorage:100 MB available spaceSound Card:Any*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Jambav,0.0,"12 Apr, 2018",0.0,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Indie, Casual, Puzzle, Minimalist",game,True
30.0,1696670,4.14,"Action, Adventure, Indie",False,,,,success,2025-08-24T22:23:01.543575,FF Digital,0.0,0.0,₪10.95,2022-10-01,"Action, Adventure, Indie",False,₪10.95,False,False,Dead,1,2023-01-01,False,False,,True,3,3,Agarta,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 32-bitProcessor:2.0 GHzMemory:2 GB RAMGraphics:DirectX 11.0 compatible video cardDirectX:Version 11Storage:40 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 64-bitProcessor:2.0 GHzMemory:4 GB RAMGraphics:DirectX 11.0 compatible video cardDirectX:Version 11Storage:65 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",FF Digital,472.0,"21 Oct, 2022",18.0,"English, Turkish, German","Choose Your Own Adventure, Interactive Fiction, Perma Death, Action-Adventure, Multiple Endings, Detective, FMV, Dynamic Narration, Nonlinear, Story Rich, Choices Matter, Action, Narration, Realistic, Diplomacy, Philosophical, Political, Politics, Tactical, Management",game,True
30.0,557340,35.53,"Action, Indie",False,,,Full Xbox Controller Support,success,2025-08-26T01:10:30.126373,DeadToast Entertainment,0.0,1.0,₪73.95,2025-02-01,"Action, Indie",True,₪73.95,False,False,Dead,1,2025-07-01,False,False,81.0,True,3,6,My Friend Pedro,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7, 8, 8.1, 10 x64Processor:Intel Core i3-530 (2 * 2930) or equivalentMemory:4 GB RAMGraphics:GeForce GT 440 (1024 MB)Storage:4 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS *:Windows 7, 8, 8.1, 10 x64Processor:Intel Core i3-4160 (2 * 3600) or equivalentMemory:4 GB RAMGraphics:GeForce GTX 760 (2048 MB)Storage:4 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Devolver Digital,90.0,"20 Jun, 2019",18.0,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Action, Indie, Shooter, Parkour, Bullet Time, Violent, Great Soundtrack, Gore, Singleplayer, Side Scroller, Platformer, Fast-Paced, Funny, 2D, Comedy, Blood, 2.5D, Physics, Controller, Multiplayer",game,True
11.0,533890,0.015,"Action, Indie",False,,,,success,2025-08-25T23:12:50.882756,"Georgy Topalo, Simeon Simeonich",0.0,0.0,,2019-01-01,"Action, Indie",False,,False,False,Dead,1,2019-09-01,False,False,,True,3,6,ReBoot,"Minimum:OS *:Windows 7 or laterProcessor:Dual Core processorMemory:2 GB RAMGraphics:Compatible with DirectX11 with 1024 MB RAM or betterDirectX:Version 11Storage:2 GB available spaceRecommended:OS *:Windows 7 or laterProcessor:Dual Core processorMemory:4 GB RAMGraphics:Compatible with DirectX11 with 1024 MB RAM or betterDirectX:Version 11Storage:2 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Georgy Topalo,0.0,"19 Oct, 2016",0.0,English,"Action, Indie",game,False
